Plate,Map,Sample,DayTemp,NightTemp,Replicate,Day,Moving,Time,OD,Water,ODDF,CorrectedOD,Fluor,FWater,DF,CorrectedFluor
5,B,AIA,25,15,3,5,Y,D,0.202099994,0.044199999,2,0.315799989,9744,98,20,192920
5,B,Cryo,25,15,3,5,Y,D,0.210999995,0.044199999,2,0.333599992,21280,98,20,423640
6,C,AIA,25,5,1,5,Y,D,0.161400005,0.044199999,2,0.234400012,10781,98,20,213660
6,C,Pond2,25,5,1,5,Y,D,0.136500001,0.044199999,2,0.184600003,8485,98,20,167740
6,C,Pond2,25,5,2,5,Y,D,0.153999999,0.044199999,2,0.219599999,8962,98,20,177280
6,C,Cryo,25,5,1,5,Y,D,0.180399999,0.044199999,2,0.272399999,10906,98,20,216160
6,C,AIA,25,5,2,5,Y,D,0.159799993,0.044199999,2,0.231199987,9876,98,20,195560
6,C,AIA,25,5,3,5,Y,D,0.159099996,0.044199999,2,0.229799993,8671,98,20,171460
6,C,Cryo,25,5,2,5,Y,D,0.188999996,0.044199999,2,0.289599992,10698,98,20,212000
6,C,Cryo,25,5,3,5,Y,D,0.1787,0.044199999,2,0.269000001,9431,98,20,186660
6,C,Pond2,25,5,3,5,Y,D,0.143000007,0.044199999,2,0.197600015,8458,98,20,167200
